book_id,work_id,title,language_group,text_word_count,true_genres,predicted_genres,label_error_count
10335831,15238431,Mummo,Non-English,63,"fiction | comics, graphic",fiction | children,2
10338247,23745954,Blood Slave: Nibiru Vampire Warriors (Chapter #8),English,144,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime",2
10338545,12632694,8 Weeks to Optimum Health,English,161,non-fiction,"history, historical fiction, biography | non-fiction",1
1033863,1020181,Raising Yoder's Barn,Unknown,62,"fiction | history, historical fiction, biography | children","fiction | non-fiction | young-adult | children | comics, graphic",4
1033878,13545637,"Hello, Darkness",English,99,"fiction | romance | mystery, thriller, crime","fiction | romance | mystery, thriller, crime",0
10341916,1220234,"Το χειρόγραφο (Jack Howard, #3)",Non-English,122,"fiction | history, historical fiction, biography | romance | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal",3
1034217,486408,The Rebel: An Essay of Man in Revolt,English,114,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography | non-fiction",0
10344473,13373737,"Adrenaline (Sam Capra, #1)",English,195,"fiction | mystery, thriller, crime","fiction | romance | mystery, thriller, crime | young-adult | children",3
10344532,15247296,Levi Strauss Gets a Bright Idea: A Fairly Fabricated Story of a Pair of Pants,Unknown,115,"fiction | history, historical fiction, biography | non-fiction | young-adult | children | comics, graphic","fiction | history, historical fiction, biography | children",3
10345227,1263212,Trzej Muszkieterowie,Non-English,132,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children",2
10348782,15251611,Secularizing Islamists?: Jama'at-e-Islami and Jama'at-ud-Da'wa in Urban Pakistan,English,169,"history, historical fiction, biography","history, historical fiction, biography | non-fiction",1
10349696,47015,Carmilla,Non-English,103,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime",0
1035424,1021755,La tortuga gigante,Unknown,31,children,non-fiction | children,1
10358740,7307773,"La isla de los cazadores de pájaros (Lewis Trilogy, #1)",Unknown,90,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
10360015,15263022,"Transformers: the IDW collection, Volume 4",Unknown,35,"fiction | comics, graphic","fiction | fantasy, paranormal | comics, graphic | poetry",2
1036066,199025,The Naked Chef,English,151,non-fiction,"history, historical fiction, biography | non-fiction",1
10361064,15264076,Myths and Mysteries of North Carolina: True Stories of the Unsolved and Unexplained,English,60,"fantasy, paranormal","history, historical fiction, biography | non-fiction | children",4
10361488,15264504,Odissea nello Spazio: 2001 - 2010 - 2061 - 3001,Non-English,164,"fiction | fantasy, paranormal","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",2
10362352,15265370,The Custom Road Bike,English,67,non-fiction,non-fiction,0
10363389,4883410,Undertow,English,234,"fiction | romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",0
1036365,1022708,"My So-Called Boyfriend (Love Stories For Young Adults, #9)",English,96,fiction | romance | young-adult,romance,2
10368149,13562368,Wrapped,English,223,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | mystery, thriller, crime | young-adult","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime | young-adult | children",2
103713,100000,Conversations with Jean-Paul Sartre,English,133,non-fiction,"history, historical fiction, biography | non-fiction",1
10373230,15276602,There's Always Something to Do: The Peter Cundill Investment Approach,English,104,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
10375190,15278599,SABDO PALON,Non-English,256,"history, historical fiction, biography","fiction | history, historical fiction, biography | romance | mystery, thriller, crime | young-adult | comics, graphic",5
10376179,6440571,The Sublime and Spirited Voyage of Original Sin,English,132,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | comics, graphic","fiction | romance | mystery, thriller, crime",4
10376222,15279644,"Oathen (Legend of the Shanallar, #2)",English,132,fiction,"fiction | fantasy, paranormal | young-adult",2
10376310,15279732,The Memoir Project: A Thoroughly Non-Standardized Text for Writing & Life,English,175,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
10377818,15281270,Charts Made Simple: Understanding Knitting Charts Visually,Unknown,50,non-fiction,non-fiction | children,1
10379006,517656,Divina idiozia. Come guardare al mondo contemporaneo,Non-English,51,"fiction | history, historical fiction, biography | non-fiction | fantasy, paranormal","fiction | fantasy, paranormal | comics, graphic",3
10379898,15283378,Golden Barrier,English,116,romance,fiction | romance,1
1038166,1024526,The Darkest Night: The Murder of Innocence in a Small Town,English,149,"history, historical fiction, biography | non-fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | romance | mystery, thriller, crime | young-adult",4
1038202,642279,Sky Tree: Seeing Science Through Art,Unknown,37,fiction | non-fiction | children,fiction | young-adult | children,2
1038589,1081368,Options,English,154,"fiction | fantasy, paranormal","fiction | fantasy, paranormal",0
1038711,42096341,Snow White: A Grimm's Fairy Tale,English,45,"fiction | romance | fantasy, paranormal | children | comics, graphic","fiction | history, historical fiction, biography | fantasy, paranormal | young-adult | children | comics, graphic",3
103872,100156,Descartes: A Very Short Introduction,Unknown,128,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
1038926,1022242,The Last Juror,English,143,"fiction | mystery, thriller, crime","fiction | history, historical fiction, biography | mystery, thriller, crime",1
10391851,15295632,"Taking Care of Charlie (Yearning Love, #1)",English,68,fiction | romance,romance,1
10391963,908233,Nemesis,Non-English,135,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",4
10392727,15296529,La matematica è scolpita nel granito: diari del Cabudanne de sos poetas 2006-2010,Non-English,93,non-fiction,fiction,2
10393617,13022195,Huntress,English,180,"fiction | romance | fantasy, paranormal | young-adult","fiction | fantasy, paranormal | young-adult",1
10396148,15300011,"Falling Fast (Flynn, #1)",Non-English,69,fiction | romance | young-adult,fiction | romance,1
1039648,1026018,Atom and Archetype: The Pauli/Jung Letters 1932-58,English,316,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
1039917,1026287,The Jackrabbit Factor: Why You Can,Unknown,69,fiction | non-fiction,"fantasy, paranormal",3
10399510,1223636,When You Wish,Unknown,106,fiction | romance,romance,1
1040279,6608581,Barney's Wonderful Winter Day,Unknown,47,children,fiction | young-adult | children,2
10402995,13857956,"Dark Deception (Immortal Realms, #1)",Unknown,323,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal",1
10403191,6324956,Your Story I've Known,English,54,"romance | comics, graphic","romance | young-adult | comics, graphic",1
10403945,41450939,Death Troupe,English,430,"mystery, thriller, crime","fiction | mystery, thriller, crime",1
104047,100326,The Track Of The Cat,English,204,"fiction | history, historical fiction, biography | mystery, thriller, crime","fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime",1
104083,100360,"Sanctuary (Peter Decker/Rina Lazarus, #7)",Unknown,146,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
10410265,1263212,The Three Musketeers,English,132,"fiction | history, historical fiction, biography | romance | fantasy, paranormal | young-adult","fiction | history, historical fiction, biography | young-adult | children",3
10410888,15315066,HTML 5 and CSS3,English,160,"non-fiction | comics, graphic",non-fiction,1
10411195,15315375,The Beholder (Nightwalkers #2),English,76,"romance | fantasy, paranormal","fiction | romance | fantasy, paranormal | mystery, thriller, crime | young-adult",3
10412327,15316525,Murder at the Moorings,English,58,"fiction | mystery, thriller, crime","fiction | mystery, thriller, crime",0
10412718,949696,"Flow My Tears, the Policeman Said",English,78,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | mystery, thriller, crime",1
1041397,1027782,Het weerzinwekkende lot van de oude filosoof Socrates,Non-English,82,"fiction | history, historical fiction, biography | non-fiction","fiction | history, historical fiction, biography",1
10414751,15318960,Take a Chance on Me,Unknown,231,romance,romance,0
10419761,2732222,Lakeside Cottage,English,181,fiction | romance,"fiction | romance | mystery, thriller, crime",1
10420383,14192493,Gone,Unknown,52,"fantasy, paranormal",children,2
10420721,503739,Hannibal,Non-English,215,"fiction | history, historical fiction, biography | non-fiction | comics, graphic","fiction | history, historical fiction, biography | non-fiction",1
10420896,9813320,"Il miglio verde, Volume 1: Le due bambine scomparse",Non-English,49,"fiction | history, historical fiction, biography | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",1
10421655,851805,"Dracula, Platone e Darwin",Non-English,70,fiction | non-fiction,"non-fiction | fantasy, paranormal",2
10423519,15327836,Prairie Animals,Unknown,30,non-fiction,non-fiction | children,1
10428817,15333226,The Opposite of Art,English,109,"fiction | fantasy, paranormal | mystery, thriller, crime","fiction | fantasy, paranormal | mystery, thriller, crime",0
10431102,15335558,Investor Sibuk: Solusi Investasi di Bursa Saham Indonesia bagi orang Sibuk,Non-English,181,non-fiction,"history, historical fiction, biography | non-fiction | young-adult",2
10434305,6240453,تشي جيفارا نهاية بطل و ميلاد اسطورة,Non-English,97,"history, historical fiction, biography | non-fiction","history, historical fiction, biography | non-fiction",0
104348,879710,"Raising the Stones (Arbai, #2)",English,46,"fiction | fantasy, paranormal","fiction | history, historical fiction, biography | non-fiction",3
10436471,288584,A Spectre is Haunting Texas,English,276,"fiction | history, historical fiction, biography | fantasy, paranormal","fiction | history, historical fiction, biography | non-fiction",2
